ID,State,Date,Day_of_Week,Time_of_Day,Weather_Conditions,Road_Conditions,Light_Conditions,Type_of_Road,Type_of_Junction,Type_of_Accident,Vehicle_Type,Driver_Age_Group,Num_Vehicles_Involved,Num_Casualties,Speed_Limit,Distance_to_Nearest_Hospital,Distance_to_Nearest_Police_Station,Visibility,Road_Width,Road_Surface_Friction_Coefficient,Vehicle_Speed,Time_Taken_for_Emergency_Response
166694,Maine,2024-01-16 11:30:07,Monday,09:14:06,Rainy,Muddy,Night,Urban,T-Junction,Pedestrian involved,Truck,Senior,1,1,36,0.2695824023,7.32770541,917.8125799,3.265080027,0.7880805516,51,7.11992733
166695,Virginia,2024-01-05 20:30:22,Wednesday,22:58:10,Sunny,Snowy,Night,Street,Underpass,Side collision,Motorcycle,Young Adult,1,3,49,6.587442677,8.212717045,491.214255,7.663608692,0.5869041618,64,16.81126079
166696,Nevada,2024-01-27 03:45:21,Wednesday,03:00:32,Stormy,Wet,Dawn,Rural,,Pedestrian involved,Motorcycle,Senior,3,3,50,8.035232769,8.529945892,955.7744407,3.128193871,0.6961209537,61,21.43588906
166697,Wyoming,2024-02-17 18:38:48,Thursday,12:55:22,Sunny,Muddy,Dawn,Freeway,Overpass,Side collision,Truck,Senior,1,0,57,2.620010648,4.706361838,695.0383771,6.630689728,0.6816488942,65,20.22679601
166698,Kentucky,2024-02-27 14:15:35,Tuesday,22:34:11,Snowy,Icy,Dawn,Freeway,Roundabout,Rear-end collision,Pedestrian,Senior,4,3,35,4.16815014,7.193865275,129.2226682,7.235900467,0.7318257231,96,11.43967295
166699,Maryland,2024-01-16 00:15:41,Tuesday,04:16:25,Snowy,Dry,Dawn,Highway,,Rollover,Pedestrian,Teenager,2,3,40,2.090880268,2.931600135,479.4048764,6.86057448,0.4414087612,33,7.428983759
166700,Illinois,2024-02-14 12:12:20,Monday,23:27:37,Foggy,Icy,Dusk,Highway,Underpass,Rollover,Car,Young Adult,3,1,34,2.43657441,7.483312885,351.0447139,5.890141651,0.1818662448,74,16.64253027
166701,Michigan,2024-01-22 13:38:22,Sunday,18:23:46,Rainy,Muddy,Dusk,Rural,Underpass,Side collision,Truck,Young Adult,1,2,62,0.3626569962,5.215630818,979.1623137,,0.6363171818,52,24.35420446
166702,Minnesota,2024-02-03 06:43:02,Thursday,20:47:58,Snowy,Snowy,Dawn,Urban,Intersection,Pedestrian involved,Truck,Young Adult,1,3,39,5.576384698,3.114156036,809.2408217,6.071348,0.6608698405,61,27.16475402
166703,New Mexico,2024-02-13 07:04:56,Wednesday,01:05:21,Foggy,Wet,Daylight,Freeway,Crossroads,Cyclist involved,Truck,Young Adult,2,2,30,5.801856248,2.550405324,601.9909367,,0.2532430212,21,24.01085177
166704,Colorado,2024-02-05 23:18:14,Saturday,18:06:23,Sunny,Icy,Dusk,Highway,T-Junction,Side collision,Motorcycle,Adult,3,0,52,8.595276477,1.785175941,855.3466672,5.549632571,0.9373996197,12,10.80451254
166705,Hawaii,2024-02-15 20:39:25,Tuesday,04:40:27,Snowy,Muddy,Daylight,Street,Crossroads,Rollover,Pedestrian,Senior,1,3,67,2.682106078,5.616828868,697.3605095,8.127286402,0.7195710632,100,24.69935616
166706,Minnesota,2024-01-30 16:19:21,Monday,11:28:16,,Icy,Daylight,Rural,Intersection,Pedestrian involved,Motorcycle,Adult,2,2,68,5.014394397,4.338355093,528.1189408,3.982810382,0.4318780656,91,8.912082248
166707,Delaware,2024-02-03 13:30:28,Wednesday,11:12:02,Rainy,Dry,Night,Rural,Crossroads,Rollover,Car,Teenager,2,0,,5.693117759,8.671045257,112.637166,,0.1321348507,88,23.03908506
166708,New Jersey,2024-02-16 14:37:24,Sunday,06:01:18,Rainy,Snowy,Night,Highway,T-Junction,Run-off-road,Bicycle,Teenager,1,3,63,4.742813568,4.910741915,405.549821,6.504344661,0.7806193695,28,29.85563242
166709,Montana,2024-02-01 05:50:07,Tuesday,09:43:38,Sunny,Muddy,Dusk,Highway,Roundabout,Pedestrian involved,Motorcycle,Senior,1,1,50,3.298440676,8.556506793,233.8005953,4.678957525,0.8436459308,92,
166710,Missouri,2024-01-22 03:32:27,Tuesday,13:49:16,Rainy,Muddy,Daylight,Highway,Crossroads,Head-on collision,Bicycle,Senior,2,1,60,6.321012976,0.2418010491,111.8667151,7.417260201,0.9049826165,,7.574083869
166711,Nebraska,2024-01-14 08:22:04,Wednesday,07:40:05,Foggy,Snowy,Dusk,Urban,Underpass,Rollover,Pedestrian,Adult,3,1,49,3.266760093,0.3616805962,413.0008941,,0.8771466972,52,22.63503721
166712,Pennsylvania,2024-01-03 19:26:37,Wednesday,17:51:26,Stormy,Snowy,Dusk,Rural,Underpass,Head-on collision,Car,Young Adult,5,3,65,9.12862027,3.675948387,182.7275509,3.864255807,0.7919372741,20,5.761769941
166713,Montana,2024-01-26 10:01:31,Tuesday,23:58:42,Snowy,Dry,Night,Street,Overpass,Rollover,Car,Young Adult,5,1,50,2.820475709,8.082785955,503.2865083,3.538285228,0.638708549,35,
166714,Nebraska,2024-01-31 20:04:03,Saturday,01:37:32,Stormy,Icy,Dusk,Street,,Cyclist involved,Bicycle,Teenager,3,3,34,8.098040824,1.313550462,542.8170991,7.079326509,0.8538115926,17,15.71695924
166715,Wyoming,2024-02-07 22:34:49,Thursday,13:40:41,Stormy,Icy,Dusk,Rural,,Rollover,Bicycle,Young Adult,2,0,51,6.231921364,7.742424887,769.7195943,3.167762249,0.1088216723,81,17.43297081
166716,New Mexico,2024-01-09 00:43:44,Sunday,07:30:42,Sunny,Wet,Night,Rural,T-Junction,Cyclist involved,Motorcycle,Young Adult,4,0,53,5.72436776,6.131131854,416.5569812,5.150866816,0.967736747,100,20.11023067
166717,West Virginia,2024-02-22 12:12:16,Wednesday,10:43:57,Sunny,Dry,Night,Street,Underpass,Rollover,Car,Teenager,5,0,46,2.733743971,6.69708281,271.683064,,0.7734165097,38,16.41027559
166718,North Carolina,2024-02-01 14:39:33,Wednesday,03:11:13,Rainy,Muddy,Dusk,Urban,T-Junction,Head-on collision,Motorcycle,Senior,3,0,42,3.995490853,5.031869309,237.9837135,7.698007212,0.2158226544,80,24.71526229
166719,Kansas,2024-01-07 09:29:47,Wednesday,06:58:50,,Snowy,Night,Urban,Crossroads,Run-off-road,Motorcycle,Young Adult,4,0,51,2.591188167,3.618143547,713.6140701,8.702028262,0.9056365524,91,10.4239414
166720,Oklahoma,2024-01-27 09:30:25,Thursday,16:03:01,Sunny,Icy,Daylight,Freeway,T-Junction,Side collision,Car,Teenager,3,3,,0.4108024331,2.928321205,508.5120781,8.762142638,0.8144447628,86,25.88411902
166721,Wisconsin,2024-01-23 18:52:25,Thursday,20:42:55,Snowy,Snowy,Night,Urban,T-Junction,Head-on collision,Pedestrian,Adult,1,1,44,7.083492763,0.7166145494,237.3619459,7.734600531,0.8252400867,33,14.03212335
166722,Utah,2024-01-20 17:41:07,Thursday,19:58:40,Foggy,Muddy,Night,Urban,T-Junction,Cyclist involved,Car,Adult,5,2,40,4.090837305,6.64597183,574.1430259,6.722873387,0.2611148865,75,26.30748909
166723,Oklahoma,2024-01-13 17:45:02,Sunday,07:53:53,Sunny,Snowy,Dusk,Highway,Overpass,Run-off-road,Car,Adult,4,1,49,5.574620452,9.684128654,520.3532701,3.559422451,0.2295927345,,9.948124125
166724,Georgia,2024-01-26 23:49:53,Sunday,00:01:42,Stormy,Wet,Dawn,Freeway,Roundabout,Side collision,Bicycle,Teenager,1,2,53,7.290080395,8.059225413,695.8783515,4.946540785,0.671475166,47,25.03085602
166725,Georgia,2024-02-21 05:48:03,Sunday,12:28:27,Snowy,Dry,Night,Rural,T-Junction,Head-on collision,Pedestrian,Teenager,4,3,68,8.599005144,3.654010423,370.4324734,8.48466163,0.4718231002,82,11.73749862
166726,Michigan,2024-01-25 08:35:32,Saturday,13:05:28,Snowy,Wet,Daylight,Rural,Roundabout,Pedestrian involved,Motorcycle,Teenager,4,1,37,2.315701997,3.915588084,857.5621504,9.845694419,0.8797996076,34,9.711695119
166727,South Carolina,2024-02-22 15:05:38,Wednesday,12:49:16,Snowy,Snowy,Night,Street,Crossroads,Head-on collision,Pedestrian,Young Adult,3,1,51,8.717267511,6.842530286,362.6030799,7.462158166,0.6618559509,56,25.31241974
166728,South Carolina,2024-01-14 08:32:27,Wednesday,20:02:12,Rainy,Dry,Daylight,Highway,Intersection,Pedestrian involved,Pedestrian,Young Adult,4,1,65,5.52538017,3.624959646,491.9400421,9.049364478,0.9647108198,86,20.33451293
166729,New York,2024-01-22 11:20:59,Thursday,03:47:18,Sunny,Wet,Dawn,Highway,Intersection,Head-on collision,Car,Young Adult,2,3,60,4.615081421,5.505160602,334.7689488,7.497815339,0.5603207584,12,
166730,Maine,2024-02-04 12:33:39,Thursday,07:53:36,Foggy,Dry,Daylight,Highway,Roundabout,Head-on collision,Truck,Senior,1,2,40,2.838487879,2.358675575,167.7081671,8.82449157,0.2220824259,91,7.187241502
166731,Hawaii,2024-02-12 10:29:57,Tuesday,23:32:49,Sunny,Dry,Dawn,Highway,Crossroads,Pedestrian involved,Car,Teenager,3,2,65,4.025213046,2.357764552,808.802011,7.142120464,0.2976575774,36,7.906823889
166732,Florida,2024-02-11 09:37:49,Wednesday,05:51:29,Sunny,Dry,Dusk,Highway,Crossroads,Head-on collision,Truck,Senior,1,2,,7.504885002,2.146135194,546.9888298,7.360194146,0.4971309594,90,24.58296086
166733,Rhode Island,2024-01-25 10:23:04,Saturday,05:17:21,Sunny,Icy,Dusk,Highway,Crossroads,Head-on collision,Truck,Adult,4,3,42,1.415679888,5.088121757,524.1352026,4.224953012,0.7043722533,,9.251549362
166734,New Hampshire,2024-02-17 09:16:48,Sunday,23:45:10,Stormy,Muddy,Dusk,Highway,T-Junction,Head-on collision,Truck,Young Adult,1,2,60,1.406719461,5.889439086,193.537512,6.143560855,0.3358992844,90,26.76852023
166735,Nevada,2024-02-20 00:37:02,Monday,03:59:23,Stormy,Wet,Daylight,Highway,T-Junction,Cyclist involved,Car,Young Adult,5,1,40,1.291148944,2.347131431,126.1450145,4.969428671,0.29035957,2,12.83485864
166736,Maryland,2024-01-15 20:29:20,Thursday,16:02:34,Snowy,Dry,Dawn,Freeway,Intersection,Head-on collision,Bicycle,Senior,5,2,59,3.350231416,6.778685136,683.9090226,6.299949428,0.9548117766,48,
166737,South Dakota,2024-02-14 00:39:44,Sunday,22:59:45,Foggy,Wet,Night,Freeway,Overpass,Rear-end collision,Motorcycle,Senior,5,3,53,4.548085187,8.72127911,272.4770219,4.754214139,0.6482939861,26,24.93759047
166738,Delaware,2024-01-11 21:24:35,Tuesday,23:22:20,Foggy,Wet,Daylight,Urban,Overpass,Pedestrian involved,Bicycle,Young Adult,4,1,66,3.412233739,3.603574047,636.84235,4.287252836,0.4162418442,8,23.39314211
166739,Rhode Island,2024-02-11 04:49:42,Wednesday,08:21:37,Foggy,Wet,Night,Urban,Underpass,Rear-end collision,Car,Senior,2,1,65,8.033424869,9.100407777,673.0980064,4.150788367,0.8428584052,10,17.10985786
166740,Connecticut,2024-01-22 22:50:56,Wednesday,03:34:27,Stormy,Wet,Daylight,Freeway,Intersection,Run-off-road,Pedestrian,Senior,5,0,43,0.1565498407,4.472439752,948.4416977,9.444761859,0.4200400591,,6.431165045
166741,Ohio,2024-01-16 06:56:29,Saturday,13:12:01,Rainy,Snowy,Daylight,Urban,Intersection,Rollover,Truck,Senior,4,0,52,9.473086935,5.314040481,570.9672295,7.637825251,0.8549583303,18,10.56022556
166742,Rhode Island,2024-01-26 22:11:37,Tuesday,02:14:37,Sunny,Wet,Dawn,Rural,Crossroads,Pedestrian involved,Motorcycle,Senior,1,1,,6.989376494,3.448856285,325.3222355,3.665205167,0.2916034027,28,25.52892965
166743,Arkansas,2024-01-02 06:29:30,Monday,20:38:08,Rainy,Snowy,Daylight,Rural,Intersection,Side collision,Car,Young Adult,4,3,34,0.6489815308,6.199740089,493.6192376,,0.5021671196,92,22.07310371
166744,New Hampshire,2024-01-04 11:16:41,Wednesday,00:57:34,Stormy,Muddy,Night,Rural,Underpass,Rollover,Pedestrian,Senior,4,2,65,5.46418426,6.035137688,681.868292,,0.2445792635,58,20.88249712
166745,West Virginia,2024-01-23 12:31:19,Thursday,12:53:50,Sunny,Snowy,Night,Street,Intersection,Rear-end collision,Motorcycle,Adult,5,3,47,9.640613324,7.207115312,949.2667227,9.095512243,0.9440728238,8,20.32272882
166746,Kansas,2024-02-18 23:40:49,Saturday,00:55:15,Foggy,Snowy,Daylight,Street,Intersection,Cyclist involved,Car,Young Adult,5,3,69,1.628514328,5.671462906,709.6785514,9.252960526,0.5350430103,80,26.69623703
166747,Massachusetts,2024-01-15 16:57:01,Thursday,15:37:29,Foggy,Muddy,Night,Rural,Overpass,Pedestrian involved,Motorcycle,Young Adult,1,1,35,5.710927437,2.637719935,710.1971551,7.564372486,0.3624172324,78,
166748,North Carolina,2024-02-27 13:28:07,Thursday,16:58:45,Rainy,Icy,Daylight,Rural,Overpass,Pedestrian involved,Pedestrian,Teenager,5,0,37,1.055355592,4.935795545,688.6762326,8.684450252,0.5071689709,,15.9503322
166749,Idaho,2024-02-25 23:36:01,Friday,06:43:25,,Muddy,Night,Street,Underpass,Run-off-road,Pedestrian,Teenager,3,1,53,3.422941044,6.325618206,579.4650934,9.108929787,0.7617376667,32,7.513080809
166750,Arizona,2024-02-18 15:23:22,Friday,11:38:12,Foggy,Muddy,Dusk,Freeway,Underpass,Rear-end collision,Pedestrian,Senior,3,1,,6.623390381,1.840130235,278.1118008,,0.9285457064,93,19.18874875
166751,North Dakota,2024-02-25 01:57:14,Monday,11:33:26,Foggy,Muddy,Dusk,Urban,Underpass,Head-on collision,Motorcycle,Adult,1,3,38,5.035242339,7.628254987,552.4545891,8.027025552,0.8589103749,47,14.73657085
166752,Michigan,2024-01-22 12:39:09,Thursday,16:26:48,Snowy,Wet,Night,Rural,Roundabout,Pedestrian involved,Pedestrian,Adult,1,0,62,0.5740316757,8.651974813,371.4810624,5.563260676,0.3005149508,52,27.14676261
166753,New Mexico,2024-01-08 02:43:51,Sunday,05:31:22,Sunny,Snowy,Dusk,Highway,Crossroads,Head-on collision,Car,Young Adult,2,1,55,4.900782286,8.337839343,290.1532723,3.961843351,0.8650691118,69,5.045388189
166754,Mississippi,2024-02-19 12:44:18,Wednesday,04:35:20,Sunny,Icy,Daylight,Street,Crossroads,Head-on collision,Bicycle,Adult,1,0,31,9.02784041,1.611604464,697.7210874,6.108796036,0.4824196661,,9.668793323
166755,Missouri,2024-02-26 19:32:18,Sunday,22:01:06,,Dry,Dawn,Urban,Roundabout,Head-on collision,Motorcycle,Young Adult,4,1,43,0.4539573184,4.898993058,935.8770065,8.327821777,0.7432275056,19,15.24824466
166756,South Carolina,2024-02-17 03:35:48,Thursday,03:31:02,Stormy,Wet,Night,Freeway,Intersection,Head-on collision,Pedestrian,Young Adult,1,1,69,3.412572397,7.334938964,394.7560167,3.133403544,0.7359175508,18,11.0329408
166757,New York,2024-01-13 02:54:15,Wednesday,23:27:10,Rainy,Wet,Dusk,Street,Roundabout,Rear-end collision,Bicycle,Young Adult,3,3,,0.4786401987,2.64336002,156.7028333,9.394283155,0.7092591619,,16.74062594
166758,Illinois,2024-02-01 19:49:17,Monday,22:37:39,Sunny,Snowy,Night,Highway,Overpass,Pedestrian involved,Truck,Senior,4,3,37,2.448146172,9.332530246,556.9893713,8.012193692,0.8719518933,65,12.29011902
166759,Vermont,2024-01-12 03:25:06,Monday,23:37:12,Sunny,Dry,Dusk,Highway,Underpass,Head-on collision,Pedestrian,Adult,5,0,57,6.000320088,0.4141197898,538.9636124,4.323241985,0.3974481641,21,21.58503045
166760,Rhode Island,2024-01-22 17:19:45,Sunday,18:00:58,Rainy,Muddy,Night,Rural,Roundabout,Side collision,Bicycle,Teenager,1,0,41,7.901959492,6.087180089,432.5106875,7.106728652,0.1492752294,72,
166761,Mississippi,2024-02-09 01:32:17,Tuesday,10:30:21,,Dry,Dawn,Rural,Underpass,Rear-end collision,Pedestrian,Young Adult,5,1,35,1.888107133,1.280045714,781.4127547,8.284306192,0.2288993557,1,
166762,Kansas,2024-02-26 06:23:40,Sunday,04:28:19,,Wet,Dawn,Freeway,T-Junction,Rear-end collision,Truck,Senior,1,0,68,2.421316685,1.307996839,825.5544614,3.254396751,0.1276848852,,25.51319008
166763,Oregon,2024-01-16 04:43:56,Wednesday,11:50:00,Rainy,Snowy,Daylight,Rural,Underpass,Pedestrian involved,Truck,Senior,3,0,54,0.7841610648,2.761068853,100.2245141,7.991223336,0.7438483316,14,17.04057624
166764,Iowa,2024-02-07 04:46:03,Tuesday,22:22:11,Sunny,Snowy,Night,Rural,Roundabout,Run-off-road,Car,Teenager,3,0,70,6.280454791,2.510826359,911.2950346,8.981379142,0.1592761483,,27.59812373
166765,Arizona,2024-01-19 05:17:35,Sunday,03:38:09,Foggy,Wet,Dawn,Street,Crossroads,Rear-end collision,Bicycle,Teenager,3,3,56,1.787523834,4.268236643,893.7615662,6.87383996,0.6024883969,9,
166766,South Dakota,2024-01-31 10:56:23,Wednesday,09:07:23,,Dry,Dawn,Street,Overpass,Side collision,Bicycle,Senior,5,2,35,9.062531344,0.8059149789,273.7830982,8.763403565,0.2675542427,39,
166767,Vermont,2024-01-23 23:27:06,Tuesday,14:24:28,Stormy,Snowy,Dawn,Highway,Intersection,Cyclist involved,Truck,Teenager,3,2,53,6.42331123,7.280338466,715.6516529,9.253392217,0.3527461626,87,29.78039517
166768,Alaska,2024-01-10 11:24:17,Thursday,03:45:30,Foggy,Wet,Dusk,Highway,,Pedestrian involved,Car,Young Adult,3,3,38,0.1381821731,9.092201343,490.461733,9.871292503,0.6510054894,6,24.20218954
166769,Oklahoma,2024-02-16 10:47:28,Saturday,18:12:13,,Icy,Daylight,Highway,Crossroads,Pedestrian involved,Bicycle,Young Adult,4,0,45,3.64888661,9.740923158,604.3468212,,0.7223782044,83,5.884728092
166770,Missouri,2024-02-02 04:17:50,Saturday,19:53:55,,Wet,Dusk,Freeway,Underpass,Rear-end collision,Motorcycle,Adult,5,3,60,9.854969858,7.112539472,946.5441353,9.612591637,0.5746179987,14,26.34324118
166771,South Carolina,2024-02-08 08:49:24,Wednesday,14:15:08,Rainy,Dry,Dusk,Highway,Roundabout,Cyclist involved,Car,Senior,3,3,47,9.915625365,6.381816659,169.0880809,7.638533599,0.5421071976,2,25.76513856
166772,South Dakota,2024-01-21 21:21:41,Thursday,18:43:21,Stormy,Wet,Night,Street,Underpass,Run-off-road,Truck,Adult,4,2,37,3.945097434,1.765729597,579.1517802,9.986744669,0.7194015835,40,17.77022631
166773,Virginia,2024-02-06 00:43:35,Sunday,05:55:50,Snowy,Icy,Dawn,Urban,Intersection,Rollover,Car,Young Adult,5,0,42,3.312890274,4.983806324,806.0044445,3.418678528,0.5034167356,,24.3737174
166774,Arizona,2024-02-10 01:38:44,Monday,01:06:52,Snowy,Snowy,Daylight,Urban,Roundabout,Side collision,Motorcycle,Senior,5,2,34,4.39200128,3.880114863,495.5339516,4.881759851,0.2494973017,,20.45611539
166775,Alabama,2024-01-15 10:03:44,Wednesday,14:16:16,Stormy,Icy,Dawn,Rural,Roundabout,Pedestrian involved,Motorcycle,Senior,4,0,37,4.651464314,6.78442002,618.3101365,5.183788711,0.2804936455,72,
166776,South Carolina,2024-02-28 12:30:22,Saturday,06:02:55,Foggy,Snowy,Night,Rural,Roundabout,Rear-end collision,Pedestrian,Teenager,5,2,35,2.843580942,1.934773757,391.9054082,9.381120626,0.8838365027,46,16.33618652
166777,Idaho,2024-01-30 14:25:35,Sunday,10:03:55,Snowy,Icy,Dawn,Rural,T-Junction,Rear-end collision,Car,Teenager,5,0,69,6.442620165,8.683575649,382.6696931,4.515363558,0.758580929,27,21.26715311
166778,Hawaii,2024-01-01 15:35:01,Monday,16:21:33,Sunny,Snowy,Dawn,Urban,T-Junction,Head-on collision,Motorcycle,Adult,1,3,60,9.709424727,3.217397326,306.1794159,3.554083198,0.8286943115,54,29.0492074
166779,Utah,2024-01-29 17:08:50,Friday,19:24:12,Stormy,Muddy,Night,Rural,Intersection,Rear-end collision,Motorcycle,Senior,1,0,66,9.507289108,2.996588064,125.9411619,6.233334271,0.7262124239,69,16.07933446
166780,Wisconsin,2024-01-07 19:25:52,Tuesday,11:46:39,Stormy,Muddy,Dusk,Freeway,Roundabout,Pedestrian involved,Bicycle,Teenager,2,3,69,3.13745746,3.549710489,437.3097177,3.474457836,0.7405314664,4,9.25816403
166781,Virginia,2024-01-16 20:32:28,Monday,00:49:30,Foggy,Muddy,Daylight,Street,Intersection,Run-off-road,Car,Young Adult,1,1,34,2.65785765,4.70778253,482.4315906,8.088537161,0.4273962141,57,27.72567773
166782,Missouri,2024-01-17 18:22:40,Wednesday,19:00:16,Foggy,Icy,Daylight,Rural,Crossroads,Side collision,Motorcycle,Senior,2,0,54,2.499501812,7.819291151,819.5759199,8.906024602,0.269218148,4,28.24193288
166783,Massachusetts,2024-01-02 08:02:16,Thursday,21:13:26,Rainy,Snowy,Night,Urban,Roundabout,Cyclist involved,Truck,Adult,4,0,56,7.634362356,5.848434004,421.8355777,4.007757982,0.220725917,59,7.11783845
166784,Pennsylvania,2024-01-07 05:15:46,Thursday,07:11:43,Sunny,Icy,Night,Freeway,T-Junction,Cyclist involved,Motorcycle,Young Adult,4,2,55,0.6615217828,6.461166695,542.3253302,,0.6071986285,54,29.58403095
166785,Indiana,2024-02-27 04:12:04,Tuesday,02:12:10,Rainy,Muddy,Night,Street,Crossroads,Cyclist involved,Bicycle,Adult,3,1,48,7.187264482,3.980562524,116.6086749,6.689583726,0.9574574636,23,25.34115095
166786,Colorado,2024-02-12 19:58:14,Monday,11:08:51,,Icy,Dusk,Urban,Intersection,Run-off-road,Motorcycle,Young Adult,3,1,69,0.665111064,8.162097953,317.0394936,7.577006271,0.3832229639,56,21.42329765
166787,Texas,2024-02-24 11:23:44,Tuesday,19:40:50,Foggy,Icy,Night,Freeway,Underpass,Run-off-road,Motorcycle,Adult,5,2,53,2.975259509,1.229368599,673.293477,3.376480607,0.6967653761,4,15.73921633
166788,South Carolina,2024-01-06 05:21:39,Wednesday,16:30:34,Stormy,Dry,Night,Rural,Roundabout,Head-on collision,Motorcycle,Teenager,2,1,,6.741790974,5.084843372,955.0674459,3.958097389,0.1369295193,98,15.66509032
166789,New Hampshire,2024-01-19 09:06:48,Thursday,04:08:07,Snowy,Snowy,Dawn,Freeway,Roundabout,Rollover,Car,Adult,4,3,,2.479783211,8.846313152,366.5708619,9.784389993,0.8599924381,90,
166790,California,2024-02-03 07:18:06,Tuesday,01:56:00,Stormy,Wet,Daylight,Urban,Underpass,Rollover,Motorcycle,Young Adult,5,3,53,5.528000328,0.1141521246,325.0773831,5.004048847,0.7876296817,64,
166791,Mississippi,2024-01-04 21:06:22,Friday,11:59:00,,Wet,Dusk,Rural,,Pedestrian involved,Truck,Adult,1,0,36,8.598951315,9.637013115,465.1891307,3.746922292,0.6773224596,53,
166792,Utah,2024-01-10 22:42:25,Wednesday,02:21:07,Stormy,Wet,Dawn,Street,Underpass,Run-off-road,Bicycle,Adult,2,3,37,7.180442419,4.96561188,739.5022434,5.034297296,0.160492728,100,15.23949624
166793,Florida,2024-02-20 07:42:22,Sunday,22:50:57,Foggy,Wet,Dawn,Highway,,Head-on collision,Car,Young Adult,5,3,30,3.608064155,5.129895156,580.122475,3.040046295,0.3108154136,11,29.38012767
166794,North Carolina,2024-02-03 16:36:18,Monday,06:01:49,Foggy,Muddy,Dawn,Street,Underpass,Rear-end collision,Pedestrian,Senior,2,2,38,2.130573011,5.164915072,480.5834989,8.006223752,0.9164645082,9,10.38302453
166795,West Virginia,2024-02-12 01:11:53,Monday,12:49:28,Rainy,Muddy,Night,Rural,Underpass,Rear-end collision,Bicycle,Young Adult,4,3,44,0.3570395993,1.020107318,959.7084554,5.516463158,0.2201409604,91,22.21726753
166796,Delaware,2024-02-25 08:21:09,Wednesday,05:33:19,Sunny,Snowy,Dawn,Street,Crossroads,Pedestrian involved,Car,Senior,3,2,46,6.480115681,9.938345126,680.5016783,3.633435356,0.2820817033,93,7.840636404
166797,Maine,2024-01-06 10:41:47,Thursday,18:50:32,Snowy,Dry,Daylight,Street,Overpass,Run-off-road,Bicycle,Young Adult,5,0,48,4.423562663,2.45195022,880.3385603,8.295522487,0.3397382233,100,10.06705987
166798,Minnesota,2024-01-24 06:25:53,Wednesday,16:02:20,Snowy,Dry,Dawn,Rural,Overpass,Cyclist involved,Car,Young Adult,2,1,,7.542433148,5.802670083,404.8583875,8.867470768,0.4136589599,,13.73217261
166799,Arizona,2024-01-24 15:19:27,Tuesday,18:14:42,,Snowy,Dusk,Urban,Overpass,Cyclist involved,Motorcycle,Teenager,2,2,51,7.551530584,1.066861518,398.1036243,,0.4132037995,,29.12055067
166800,Vermont,2024-01-10 17:44:47,Saturday,17:07:54,Foggy,Muddy,Night,Rural,Intersection,Cyclist involved,Motorcycle,Adult,2,1,49,1.009124379,2.423158291,840.6681087,5.987515166,0.1833884302,,24.45128593
166801,California,2024-01-12 00:03:10,Sunday,07:49:01,Snowy,Snowy,Night,Highway,Overpass,Cyclist involved,Bicycle,Senior,1,3,30,6.366108759,9.089648964,446.0386031,9.456224772,0.9496517869,14,25.00125894
166802,Utah,2024-02-08 23:39:50,Saturday,23:13:31,Snowy,Snowy,Night,Rural,Roundabout,Rollover,Truck,Adult,4,3,46,9.616076932,2.009117227,751.9594243,8.885677404,0.4448544473,96,13.11062063
166803,Alaska,2024-02-17 07:46:19,Sunday,07:56:29,Stormy,Dry,Daylight,Rural,Overpass,Cyclist involved,Car,Young Adult,4,0,60,8.027251664,1.107866842,125.147569,6.062715303,0.9603756107,79,21.96314413
166804,Pennsylvania,2024-02-24 00:41:46,Friday,09:55:59,Snowy,Muddy,Daylight,Rural,Underpass,Run-off-road,Bicycle,Teenager,5,0,61,0.7231143665,1.80866678,491.9455649,6.559739365,0.4050354071,53,15.62256111
166805,North Dakota,2024-01-07 23:58:34,Saturday,22:50:13,Sunny,Wet,Dusk,Freeway,Crossroads,Side collision,Motorcycle,Teenager,1,0,47,7.275596391,5.286448717,948.3860421,4.893250326,0.3229474861,79,8.905183209
166806,Wyoming,2024-01-03 13:16:43,Sunday,06:13:08,Snowy,Muddy,Dusk,Highway,Roundabout,Run-off-road,Bicycle,Teenager,1,3,61,2.326449651,4.107049685,308.5547106,9.045223733,0.6287265242,9,25.42593653
166807,New Mexico,2024-02-18 02:47:49,Tuesday,20:31:12,Snowy,Wet,Dawn,Highway,,Side collision,Car,Teenager,5,3,59,4.072946964,5.205264531,181.3724561,7.858707497,0.1077729275,50,15.51581761
166808,Delaware,2024-01-19 09:12:54,Wednesday,05:09:31,Foggy,Muddy,Dawn,Freeway,Overpass,Head-on collision,Motorcycle,Senior,5,3,58,8.000308397,7.434811457,362.2118001,,0.9942729791,,10.10098834
166809,Illinois,2024-02-24 17:18:29,Friday,21:37:22,,Icy,Daylight,Rural,,Run-off-road,Motorcycle,Adult,3,1,35,4.750368661,6.9386919,474.1586565,5.895875885,0.7100843656,25,29.56505296
166810,Wyoming,2024-02-14 19:30:20,Saturday,07:09:33,Snowy,Snowy,Daylight,Street,Underpass,Rollover,Car,Young Adult,2,3,61,5.097242432,4.561453942,557.7337262,7.052608283,0.5872948372,4,25.67061678
166811,California,2024-02-02 10:36:12,Tuesday,17:13:33,Snowy,Muddy,Dawn,Highway,Crossroads,Rollover,Motorcycle,Adult,1,0,43,7.79200291,9.865844672,361.542979,3.262582999,0.6618431719,28,13.41208948
